del_county	del_state	del_county_full_name	pop_density	median_hh_income
Boone County	AR	"Boone County, Arkansas"	24.46877269	45374
Calhoun County	AR	"Calhoun County, Arkansas"	2.910812292	46417
Carroll County	AR	"Carroll County, Arkansas"	17.32114631	46110
Clark County	AR	"Clark County, Arkansas"	9.561919235	41620
Clay County	AR	"Clay County, Arkansas"	8.789658578	37233
Cleveland County	AR	"Cleveland County, Arkansas"	4.875404121	46684
Columbia County	AR	"Columbia County, Arkansas"	11.49186679	36193
Craighead County	AR	"Craighead County, Arkansas"	60.73114308	47286
Crittenden County	AR	"Crittenden County, Arkansas"	30.34247901	40161
Cross County	AR	"Cross County, Arkansas"	10.54530633	46787
Desha County	AR	"Desha County, Arkansas"	5.935713388	31893
Drew County	AR	"Drew County, Arkansas"	8.083960267	46997
Franklin County	AR	"Franklin County, Arkansas"	10.84004968	38923
Fulton County	AR	"Fulton County, Arkansas"	7.543548644	35405
Grant County	AR	"Grant County, Arkansas"	10.97292539	55388
Hempstead County	AR	"Hempstead County, Arkansas"	10.65338714	42860
Hot Spring County	AR	"Hot Spring County, Arkansas"	20.7446824	43889
Independence County	AR	"Independence County, Arkansas"	19.17994349	44319
Izard County	AR	"Izard County, Arkansas"	9.035356937	42876
Mono County	CA	"Mono County, California"	1.670967084	62260
Jefferson County	AR	"Jefferson County, Arkansas"	29.7687066	40726
Johnson County	AR	"Johnson County, Arkansas"	15.04056363	38511
Lawrence County	AR	"Lawrence County, Arkansas"	10.65657013	39993
Lincoln County	AR	"Lincoln County, Arkansas"	8.930994148	46596
Little River County	AR	"Little River County, Arkansas"	8.740187149	45113
Lonoke County	AR	"Lonoke County, Arkansas"	37.04375967	59094
Madison County	AR	"Madison County, Arkansas"	7.646346097	41682
Miller County	AR	"Miller County, Arkansas"	26.35719035	43371
Monroe County	AR	"Monroe County, Arkansas"	4.321388509	38468
Montgomery County	AR	"Montgomery County, Arkansas"	4.197166238	35741
Bates County	MO	"Bates County, Missouri"	7.40274687	47625
Benton County	MO	"Benton County, Missouri"	10.63595397	40249
Bollinger County	MO	"Bollinger County, Missouri"	6.60287047	44158
Boone County	MO	"Boone County, Missouri"	103.4087032	55328
Buchanan County	MO	"Buchanan County, Missouri"	80.19302564	51916
Butler County	MO	"Butler County, Missouri"	23.41325156	39915
Caldwell County	MO	"Caldwell County, Missouri"	7.982067186	49839
Callaway County	MO	"Callaway County, Missouri"	20.4869906	56938
Camden County	MO	"Camden County, Missouri"	25.1570793	53478
Cape Girardeau County	MO	"Cape Girardeau County, Missouri"	54.53327569	53732
Carroll County	MO	"Carroll County, Missouri"	4.72190537	50830
Carter County	MO	"Carter County, Missouri"	3.958746121	39530
Cedar County	MO	"Cedar County, Missouri"	11.54555777	39365
Chariton County	MO	"Chariton County, Missouri"	3.807679307	46738
Clark County	MO	"Clark County, Missouri"	5.076038323	48909
Clay County	MO	"Clay County, Missouri"	245.9703441	70510
Cole County	MO	"Cole County, Missouri"	76.20420898	60066
Cooper County	MO	"Cooper County, Missouri"	11.69279786	52735
Dade County	MO	"Dade County, Missouri"	5.963970442	40399
Dallas County	MO	"Dallas County, Missouri"	12.18436732	43542
DeKalb County	MO	"DeKalb County, Missouri"	10.10617997	55918
Dent County	MO	"Dent County, Missouri"	7.396745719	42100
Dunklin County	MO	"Dunklin County, Missouri"	20.15120618	36380
Franklin County	MO	"Franklin County, Missouri"	43.80640129	57214
Gentry County	MO	"Gentry County, Missouri"	4.841383201	47790
Greene County	MO	"Greene County, Missouri"	170.8970492	46086
Harrison County	MO	"Harrison County, Missouri"	4.358978731	42917
Henry County	MO	"Henry County, Missouri"	12.15808	45795
Holt County	MO	"Holt County, Missouri"	3.523954567	
Howard County	MO	"Howard County, Missouri"	8.450438061	52700
Iron County	MO	"Iron County, Missouri"	6.691813168	37435
Jackson County	MO	"Jackson County, Missouri"	458.0727916	55134
Jefferson County	MO	"Jefferson County, Missouri"	133.3613229	65454
Knox County	MO	"Knox County, Missouri"	2.868137768	
Laclede County	MO	"Laclede County, Missouri"	18.19799439	47257
Lawrence County	MO	"Lawrence County, Missouri"	23.98457412	44742
Lewis County	MO	"Lewis County, Missouri"	7.6697915	45988
Linn County	MO	"Linn County, Missouri"	7.447471831	45930
Livingston County	MO	"Livingston County, Missouri"	10.55882225	46992
Macon County	MO	"Macon County, Missouri"	7.329221665	42746
Madison County	MO	"Madison County, Missouri"	9.860564565	43636
Marion County	MO	"Marion County, Missouri"	25.20715142	48784
Mercer County	MO	"Mercer County, Missouri"	3.009968158	
Mississippi County	MO	"Mississippi County, Missouri"	11.79798598	35357
Moniteau County	MO	"Moniteau County, Missouri"	14.39451148	58010
Montgomery County	MO	"Montgomery County, Missouri"	8.17021457	46757
Morgan County	MO	"Morgan County, Missouri"	13.57093632	39003
Newton County	MO	"Newton County, Missouri"	36.24483295	50813
Nodaway County	MO	"Nodaway County, Missouri"	9.351803426	44232
Osage County	MO	"Osage County, Missouri"	8.449210488	61687
Ozark County	MO	"Ozark County, Missouri"	4.432629829	31947
Perry County	MO	"Perry County, Missouri"	15.42926842	55863
Pettis County	MO	"Pettis County, Missouri"	24.32418049	46157
Phelps County	MO	"Phelps County, Missouri"	25.65521718	44154
Pike County	MO	"Pike County, Missouri"	10.12826025	46385
Platte County	MO	"Platte County, Missouri"	98.1510742	80393
Polk County	MO	"Polk County, Missouri"	19.14877393	45660
Pulaski County	MO	"Pulaski County, Missouri"	38.07653127	53492
Putnam County	MO	"Putnam County, Missouri"	3.493688428	
Rockbridge County	VA	"Rockbridge County, Virginia"	14.65981356	54600
Russell County	VA	"Russell County, Virginia"	21.02132306	39758
Scott County	VA	"Scott County, Virginia"	15.54706272	39820
Smyth County	VA	"Smyth County, Virginia"	25.48700198	40932
Southampton County	VA	"Southampton County, Virginia"	11.59603498	61348
Stafford County	VA	"Stafford County, Virginia"	225.0695688	111108
Surry County	VA	"Surry County, Virginia"	9.081273637	57962
Tazewell County	VA	"Tazewell County, Virginia"	30.08864536	42099
Warren County	VA	"Warren County, Virginia"	73.27583039	69116
Westmoreland County	VA	"Westmoreland County, Virginia"	31.1085847	53853
Wise County	VA	"Wise County, Virginia"	34.57728728	38888
York County	VA	"York County, Virginia"	258.2872808	92069
Alexandria city	VA	"Alexandria city, Virginia"	4122.475847	100939
Buena Vista city	VA	"Buena Vista city, Virginia"	398.2667928	32455
Charlottesville city	VA	"Charlottesville city, Virginia"	1754.425569	59471
Colonial Heights city	VA	"Colonial Heights city, Virginia"	932.9737679	54550
Covington city	VA	"Covington city, Virginia"	405.0454672	40655
Danville city	VA	"Danville city, Virginia"	384.2318849	37203
Fairfax city	VA	"Fairfax city, Virginia"	1493.930975	116979
Falls Church city	VA	"Falls Church city, Virginia"	2765.523667	127610
Fredericksburg city	VA	"Fredericksburg city, Virginia"	1033.824138	65641
Galax city	VA	"Galax city, Virginia"	315.0185516	33575
Harrisonburg city	VA	"Harrisonburg city, Virginia"	1153.771146	46679
Hopewell city	VA	"Hopewell city, Virginia"	858.8739224	39030
Lynchburg city	VA	"Lynchburg city, Virginia"	622.8614684	46409
Manassas city	VA	"Manassas city, Virginia"	1677.777648	81493
Martinsville city	VA	"Martinsville city, Virginia"	475.2481863	34371
Newport News city	VA	"Newport News city, Virginia"	1042.352637	53215
Norton city	VA	"Norton city, Virginia"	190.3841003	
Petersburg city	VA	"Petersburg city, Virginia"	568.5714155	38679
Portsmouth city	VA	"Portsmouth city, Virginia"	1135.270004	52175
Radford city	VA	"Radford city, Virginia"	641.2167845	36297
Roanoke city	VA	"Roanoke city, Virginia"	908.1223298	44230
Salem city	VA	"Salem city, Virginia"	674.2039042	57165
Staunton city	VA	"Staunton city, Virginia"	499.0907923	52611
Suffolk city	VA	"Suffolk city, Virginia"	91.23840633	74884
Virginia Beach city	VA	"Virginia Beach city, Virginia"	724.9120341	76610
Waynesboro city	VA	"Waynesboro city, Virginia"	572.4809914	45011
Williamsburg city	VA	"Williamsburg city, Virginia"	666.3133154	57463
Winchester city	VA	"Winchester city, Virginia"	1181.041181	58818
Adams County	WA	"Adams County, Washington"	4.134425403	48294
Asotin County	WA	"Asotin County, Washington"	13.52714736	53715
Benton County	WA	"Benton County, Washington"	46.98124979	69023
Chelan County	WA	"Chelan County, Washington"	10.45148482	58795
Clallam County	WA	"Clallam County, Washington"	17.13292181	52192
Clark County	WA	"Clark County, Washington"	309.1985202	75253
Columbia County	WA	"Columbia County, Washington"	1.756737407	
Cowlitz County	WA	"Cowlitz County, Washington"	37.46463179	54506
Douglas County	WA	"Douglas County, Washington"	9.112826958	62951
Ferry County	WA	"Ferry County, Washington"	1.257892807	41939
Franklin County	WA	"Franklin County, Washington"	30.08627789	63584
Garfield County	WA	"Garfield County, Washington"	1.241679433	
Grant County	WA	"Grant County, Washington"	14.28284599	55556
Grays Harbor County	WA	"Grays Harbor County, Washington"	15.35820478	51240
Island County	WA	"Island County, Washington"	160.8630043	68604
King County	WA	"King County, Washington"	414.2939272	94974
Kitsap County	WA	"Kitsap County, Washington"	269.3331694	75411
Kittitas County	WA	"Kittitas County, Washington"	7.451688251	56004
Lewis County	WA	"Lewis County, Washington"	13.20049576	53484
Durham County	NC	"Durham County, North Carolina"	437.7240966	60958
Franklin County	NC	"Franklin County, North Carolina"	53.83503167	55193
Graham County	NC	"Graham County, North Carolina"	10.61903795	39571
Guilford County	NC	"Guilford County, North Carolina"	323.5633192	53261
Haywood County	NC	"Haywood County, North Carolina"	43.30641031	51659
Hyde County	NC	"Hyde County, North Carolina"	2.89350295	39663
Johnston County	NC	"Johnston County, North Carolina"	105.2978784	59865
Lenoir County	NC	"Lenoir County, North Carolina"	53.32855984	39402
Macon County	NC	"Macon County, North Carolina"	27.71868978	45507
Mecklenburg County	NC	"Mecklenburg County, North Carolina"	822.5479379	66641
Stanly County	NC	"Stanly County, North Carolina"	61.08379922	52623
Swain County	NC	"Swain County, North Carolina"	10.32842537	39317
Union County	NC	"Union County, North Carolina"	145.3930038	80033
Warren County	NC	"Warren County, North Carolina"	16.76261785	36466
Wayne County	NC	"Wayne County, North Carolina"	81.78503945	44416
Yadkin County	NC	"Yadkin County, North Carolina"	42.89817497	44682
Bergen County	NJ	"Bergen County, New Jersey"	1585.175438	101144
Cape May County	NJ	"Cape May County, New Jersey"	146.2349594	67074
Gloucester County	NJ	"Gloucester County, New Jersey"	362.4728751	87283
Mercer County	NJ	"Mercer County, New Jersey"	666.3366384	81057
Morris County	NJ	"Morris County, New Jersey"	426.568328	115527
Salem County	NJ	"Salem County, New Jersey"	75.43403563	66842
Union County	NJ	"Union County, New Jersey"	2161.621917	80198
Allen County	IN	"Allen County, Indiana"	226.3921125	54857
Blackford County	IN	"Blackford County, Indiana"	28.32822721	43505
Carroll County	IN	"Carroll County, Indiana"	21.0630609	54806
Clay County	IN	"Clay County, Indiana"	28.57541977	55637
Daviess County	IN	"Daviess County, Indiana"	30.00818193	53629
DeKalb County	IN	"DeKalb County, Indiana"	46.03972382	56421
Elkhart County	IN	"Elkhart County, Indiana"	172.5995431	57021
Kosciusko County	IN	"Kosciusko County, Indiana"	58.29553578	61366
LaPorte County	IN	"LaPorte County, Indiana"	72.54791363	53658
Marion County	IN	"Marion County, Indiana"	951.3072476	48316
Miami County	IN	"Miami County, Indiana"	37.14135107	50657
Morgan County	IN	"Morgan County, Indiana"	68.62828519	64335
Ohio County	IN	"Ohio County, Indiana"	26.62163111	60128
Parke County	IN	"Parke County, Indiana"	14.02646949	52618
Porter County	IN	"Porter County, Indiana"	159.9568785	71152
Putnam County	IN	"Putnam County, Indiana"	29.50861036	61047
Rush County	IN	"Rush County, Indiana"	15.84758873	54346
Scott County	IN	"Scott County, Indiana"	49.44638011	48700
Starke County	IN	"Starke County, Indiana"	29.18894622	51190
Switzerland County	IN	"Switzerland County, Indiana"	17.03683791	49383
Union County	IN	"Union County, Indiana"	16.97564439	50375
Vigo County	IN	"Vigo County, Indiana"	101.5482939	45230
Warrick County	IN	"Warrick County, Indiana"	64.10704802	73482
Wells County	IN	"Wells County, Indiana"	29.55919432	59237
Barnstable County	MA	"Barnstable County, Massachusetts"	224.2797912	74336
Dukes County	MA	"Dukes County, Massachusetts"	77.06898624	71811
Hampden County	MA	"Hampden County, Massachusetts"	291.4999856	55429
Nantucket County	MA	"Nantucket County, Massachusetts"	119.1517841	107717
Darke County	OH	"Darke County, Ohio"	33.49154502	55620
Erie County	OH	"Erie County, Ohio"	116.1926067	54226
Franklin County	OH	"Franklin County, Ohio"	960.0077206	61305
Geauga County	OH	"Geauga County, Ohio"	92.01330609	82303
Hamilton County	OH	"Hamilton County, Ohio"	791.0850038	57212
Harrison County	OH	"Harrison County, Ohio"	13.89879686	49689
Highland County	OH	"Highland County, Ohio"	30.23916606	44169
Huron County	OH	"Huron County, Ohio"	45.93680489	52560
Nevada County	AR	"Nevada County, Arkansas"	5.193529895	38042
Newton County	AR	"Newton County, Arkansas"	3.397495787	38082
Ouachita County	AR	"Ouachita County, Arkansas"	11.93525903	35425
Perry County	AR	"Perry County, Arkansas"	7.015809121	48667
Phillips County	AR	"Phillips County, Arkansas"	9.266094033	29320
Pike County	AR	"Pike County, Arkansas"	6.541422654	40401
Poinsett County	AR	"Poinsett County, Arkansas"	11.69311963	40921
Polk County	AR	"Polk County, Arkansas"	8.66122622	37974
Pope County	AR	"Pope County, Arkansas"	30.16978052	43462
Prairie County	AR	"Prairie County, Arkansas"	4.938374966	42660
Pulaski County	AR	"Pulaski County, Arkansas"	203.2195183	51749
Randolph County	AR	"Randolph County, Arkansas"	10.99887122	37218
St. Francis County	AR	"St. Francis County, Arkansas"	14.04430328	35348
Saline County	AR	"Saline County, Arkansas"	65.85909423	64412
Scott County	AR	"Scott County, Arkansas"	4.253459335	36092
Searcy County	AR	"Searcy County, Arkansas"	4.539282928	36438
Sebastian County	AR	"Sebastian County, Arkansas"	92.89374509	46228
Sevier County	AR	"Sevier County, Arkansas"	10.85122485	47704
Sharp County	AR	"Sharp County, Arkansas"	11.0289479	34671
Stone County	AR	"Stone County, Arkansas"	7.868600076	38188
Union County	AR	"Union County, Arkansas"	14.51189688	44663
Washington County	AR	"Washington County, Arkansas"	100.8329922	50451
White County	AR	"White County, Arkansas"	28.68364013	44029
Yell County	AR	"Yell County, Arkansas"	8.41055568	43923
Hartford County	CT	"Hartford County, Connecticut"	472.5574712	75148
Litchfield County	CT	"Litchfield County, Connecticut"	77.67467897	79906
New Haven County	CT	"New Haven County, Connecticut"	552.5596544	69905
New London County	CT	"New London County, Connecticut"	155.9089901	73490
Windham County	CT	"Windham County, Connecticut"	87.63263864	66550
District of Columbia	DC	"District of Columbia, District of Columbia"	4355.494454	86420
Aleutians West Census Area	AK	"Aleutians West Census Area, Alaska"	0.459839416	87466
Anchorage Municipality	AK	"Anchorage Municipality, Alaska"	65.88417182	84928
Bristol Bay Borough	AK	"Bristol Bay Borough, Alaska"	0.676110957	
Chugach Census Area	AK	"Chugach Census Area, Alaska"	0.287738091	
Denali Borough	AK	"Denali Borough, Alaska"	0.049449964	
Dillingham Census Area	AK	"Dillingham Census Area, Alaska"	0.102285309	
Haines Borough	AK	"Haines Borough, Alaska"	0.342705056	
Hoonah-Angoon Census Area	AK	"Hoonah-Angoon Census Area, Alaska"	0.139297591	
Kenai Peninsula Borough	AK	"Kenai Peninsula Borough, Alaska"	1.41735829	66064
Ketchikan Gateway Borough	AK	"Ketchikan Gateway Borough, Alaska"	1.108798462	72728
Kusilvak Census Area	AK	"Kusilvak Census Area, Alaska"	0.189195471	
Matanuska-Susitna Borough	AK	"Matanuska-Susitna Borough, Alaska"	1.673382557	75493
Nome Census Area	AK	"Nome Census Area, Alaska"	0.168866917	61048
Northwest Arctic Borough	AK	"Northwest Arctic Borough, Alaska"	0.084369527	60906
Petersburg Borough	AK	"Petersburg Borough, Alaska"	0.452303188	
Sitka City and Borough	AK	"Sitka City and Borough, Alaska"	1.137834916	73682
